Cities,MAE,R2,Accuracy
Sydney,2.5050745412722852,0.5683508649354092,86.83497261009647
Melbourne,1.6649269480439735,0.6197116170188584,89.0407304126892
Brisbane,2.2463255337067674,0.5309250761248754,90.32036943988409
Perth,2.1794384070645263,0.7457439167884463,88.66704781702049
Canberra,3.3492007326259756,0.5150678655611773,75.41844869230776
Adelaide,2.4748582843466274,0.6890552101784067,86.18132334601712
