,0.0001,0.00010974987654930556,0.00012045035402587823,0.00013219411484660288,0.000145082877849594,0.00015922827933410923,0.0001747528400007683,0.00019179102616724886,0.00021049041445120198,0.00023101297000831605,0.00025353644939701115,0.0002782559402207126,0.0003053855508833416,0.0003351602650938841,0.0003678379771828634,0.0004037017258596554,0.0004430621457583882,0.00048626015800653534,0.0005336699231206312,0.0005857020818056667,0.0006428073117284319,0.0007054802310718645,0.000774263682681127,0.0008497534359086447,0.0009326033468832199,0.001023531021899027,0.0011233240329780276,0.0012328467394420659,0.0013530477745798076,0.001484968262254465,0.0016297508346206436,0.001788649529057435,0.0019630406500402726,0.0021544346900318843,0.002364489412645407,0.002595024211399737,0.002848035868435802,0.0031257158496882354,0.003430469286314919,0.0037649358067924714,0.0041320124001153384,0.004534878508128582,0.004977023564332114,0.0054622772176843425,0.005994842503189409,0.006579332246575682,0.007220809018385471,0.007924828983539177,0.008697490026177835,0.009545484566618348,0.010476157527896652,0.011497569953977368,0.012618568830660211,0.013848863713938732,0.015199110829529346,0.016681005372000592,0.018307382802953697,0.02009233002565048,0.022051307399030457,0.024201282647943835,0.026560877829466867,0.02915053062825179,0.03199267137797385,0.03511191734215135,0.03853528593710531,0.04229242874389499,0.04641588833612782,0.0509413801481638,0.055908101825122285,0.061359072734131756,0.06734150657750829,0.07390722033525783,0.08111308307896872,0.08902150854450393,0.09770099572992257,0.10722672220103242,0.1176811952434999,0.1291549665014884,0.14174741629268062,0.15556761439304723,0.1707352647470692,0.1873817422860385,0.20565123083486536,0.22570197196339215,0.24770763559917114,0.2718588242732943,0.298364724028334,0.3274549162877732,0.3593813663804629,0.394420605943766,0.43287612810830617,0.4750810162102798,0.521400828799969,0.572236765935022,0.6280291441834259,0.6892612104349702,0.7564633275546291,0.8302175681319752,0.9111627561154896,1.0
Evaporation,0.9068738942364577,0.8852030742235315,0.8614189719041964,0.8353159489703591,0.8066679135248244,0.7750630984976733,0.7391417567614734,0.6997181163692756,0.6564507197075643,0.6089648052852401,0.5568490728284297,0.4996535219363145,0.43684104040953714,0.36792816145756274,0.2923359149984265,0.20935255382922147,0.11827841738955645,0.01844846275579032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pressure9am,0.38522722136725396,0.3851844306455308,0.38513751666878976,0.38508602863723324,0.3850295205861605,0.38487578987400023,0.3841787552399691,0.3834137597666647,0.38257417817909717,0.3816527384232221,0.3806414594286713,0.3795318304441014,0.378317087199872,0.3769827046158372,0.37551335397610686,0.3739032426788955,0.37213614751789914,0.3701383868011789,0.3646267106656351,0.35792453363425875,0.35238188726878394,0.3481574266199332,0.3435210862729433,0.338432708465719,0.332628770212931,0.3256730541636277,0.3180379116944484,0.309658367367973,0.30046208679260955,0.2903707489393382,0.27929368490824064,0.26721174550417975,0.25358807703024755,0.23863699961246398,0.22222849549591775,0.20422019981337672,0.18445611753316085,0.16276535517382582,0.13895988213499602,0.1128334048629112,0.08415962831011274,0.052690193941390025,0.018152346916211547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humidity9am,0.2811118091892298,0.28076682590034074,0.2803882827860704,0.27997283218547564,0.27951687566419453,0.27910687608283835,0.2792003011706236,0.2793028304881144,0.2794153562874875,0.27953885321338867,0.27967439093710533,0.2798230620226138,0.2799893150766105,0.28017093835366724,0.28036526123699046,0.2805811617247996,0.2808181122436357,0.28118520387423257,0.27928875881368315,0.2765460007047593,0.2741796810197842,0.27223986263454764,0.27011091435146817,0.2677743962389926,0.26546228910845987,0.2636021214328817,0.2615600912122773,0.2593189839738087,0.256859538350232,0.25416161248862296,0.25119904893101175,0.247220004959883,0.24287349939966354,0.23810362719557937,0.23286858605581665,0.2271231091184647,0.22081745527254923,0.2138969408445288,0.20630165922431923,0.19796584702256736,0.18881730342175918,0.1787767881138194,0.1677574325468702,0.15399585843620345,0.1372123916771839,0.11879255762847168,0.09857681249941817,0.07638961931851851,0.05204063231360629,0.025316095266858768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rainfall,0.13099629862540288,0.10859435672379034,0.08400859610744636,0.0570257541823032,0.027412118479960893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WindSpeed9am,0.09240648894098183,0.0897666274214333,0.08686935774033204,0.08368960784202588,0.0801998362540553,0.07645737433629347,0.07275343102643582,0.06868831357605816,0.0642268521926863,0.059330403832142324,0.053956557801144875,0.04805798313443085,0.041568407752817386,0.034459094897110874,0.02666738275482396,0.01811048342781222,0.008719296979965874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WindGustSpeed,0.06965818969712538,0.0683400507020223,0.0668936109982154,0.06530614520892772,0.06356390346492145,0.06168809187899073,0.059900342901882016,0.05793830191958273,0.055784964363662363,0.05342167905435072,0.050827976344875,0.04798245142325523,0.04487347839708492,0.04145475218372118,0.037682988769444356,0.03355360113681655,0.02902160330776832,0.02347190650410455,0.014604857069114853,0.005058535856339085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunshine,0.03463335414684405,0.03464476468271393,0.03465728679949143,0.03467102980719622,0.034686112741187033,0.034721170075528655,0.03493179071529717,0.03516296885196608,0.035416686571569954,0.03569514145561864,0.036000745347107975,0.03633616593199681,0.03671192613686818,0.03711792252381247,0.03755932451297005,0.03804595743386658,0.038580036463798636,0.0391453838301069,0.03749643343749142,0.03520998682350271,0.032599198670799696,0.0296266372778366,0.026364254818706755,0.022783794097245957,0.019369849149242085,0.017011834938657145,0.014426456752823344,0.011588950708442578,0.008474144538470538,0.005051074480222754,0.0012997154649003098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloud9am,0.028109944770978224,0.027825456827238058,0.027513236432998522,0.027170574935760118,0.026794504365557643,0.026372049947110256,0.025878176968199666,0.02533616039035246,0.024741297865288416,0.02408843697839266,0.02337192296098538,0.02258555575149602,0.021725896117871756,0.020779743560973046,0.019739194130612505,0.018598319909186395,0.017346211859587398,0.015987100312294278,0.014156332185675838,0.012052014430640875,0.009845257925791957,0.007526670762709927,0.004982024213538563,0.0021892777672082647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RainToday,0.011230302364603467,0.01143235197724269,0.01165410238181176,0.0118974731770742,0.012164572324431302,0.012376369191929672,0.012128624613664152,0.011856725164444866,0.011558315854588741,0.011230812005409999,0.01087137693524205,0.010476898902732672,0.010044281475481398,0.00956939120951469,0.009047670433003656,0.008475358796622092,0.00784724748221583,0.007181868850391285,0.006714507189397927,0.006228417715618178,0.005833883815842492,0.005542831453753637,0.005223401845666813,0.004872828245130188,0.004466889267630756,0.003959336202087374,0.003402435436269483,0.002791234453175849,0.0021204099374416614,0.0013839454664570392,0.0005759543273487078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
